train_number,station_code,third_ac,zone,chair_car,first_class,sleeper,second_ac,type,first_ac,distance,duration,month,month_3,month_6,year,week,train_delay_level,station_delay_level
12506,NBQ,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,133,200,187,132,171,9,7
12507,NBQ,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,247,248,304,253,194,15,7
12508,NBQ,1,NFR,0,0,1,1,SF,0,3332.0,59.75,29,37,39,50,74,3,7
12513,NBQ,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,114,178,172,153,73,3,7
12514,NBQ,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,2,7,9,23,0,12,7
12515,NBQ,1,NER,0,0,1,1,SF,0,3552.0,65.0,80,94,136,117,12,3,7
12516,NBQ,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,100,53,55,61,53,7,7
12519,NBQ,1,SR,0,0,1,1,SF,0,1667.0,24.58333331346512,50,94,119,93,14,8,7
12520,NBQ,1,CR,0,0,1,1,SF,0,1667.0,24.25,27,14,20,36,56,3,7
12505,KOJ,1,NFR,0,0,1,1,SF,0,1866.0,33.5,58,74,54,45,37,3,4
12506,KOJ,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,147,200,196,144,196,9,4
12507,KOJ,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,271,267,312,287,227,15,4
12508,KOJ,1,NFR,0,0,1,1,SF,0,3332.0,59.75,41,44,45,56,97,3,4
12515,KOJ,1,NER,0,0,1,1,SF,0,3552.0,65.0,95,109,144,135,26,3,4
12516,KOJ,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,93,56,58,65,17,7,4
12505,BOE,1,NFR,0,0,1,1,SF,0,1866.0,33.5,71,84,68,62,60,3,8
12506,BOE,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,153,198,199,147,199,9,8
12513,BOE,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,113,158,147,143,80,3,8
12514,BOE,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,45,47,40,47,69,12,8
13141,BOE,1,ER,0,0,1,1,Exp,0,716.0,17.58333331346512,37,36,32,33,28,16,8
13142,BOE,1,ER,0,0,1,1,Exp,0,716.0,16.83333331346512,37,41,37,39,43,16,8
13145,BOE,1,ER,0,0,1,1,Exp,0,476.0,11.33333334326744,40,39,39,44,35,4,8
13146,BOE,1,ER,0,0,1,1,Exp,0,476.0,11.75,18,19,18,19,19,4,8
13150,BOE,1,ER,0,0,1,1,Exp,0,735.0,15.5,88,57,51,46,72,0,8
12505,MNE,1,NFR,0,0,1,1,SF,0,1866.0,33.5,47,62,48,44,47,3,0
12506,MNE,1,NFR,0,0,1,1,SF,0,1867.0,33.83333331346512,185,218,212,166,224,9,0
12553,MNE,1,ECR,0,0,1,1,SF,1,1185.0,21.0,6,5,5,9,18,0,0
12554,MNE,1,ECR,0,0,1,1,SF,1,1185.0,21.41666665673256,28,71,78,64,71,8,0
13163,MNE,1,ER,0,0,1,1,Exp,0,589.0,16.08333333581686,3,3,5,10,4,4,0
13164,MNE,1,ER,0,0,1,1,Exp,0,589.0,16.91666668653488,16,13,12,15,8,16,0
12507,RJY,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,102,88,94,83,40,15,7
12508,RJY,1,NFR,0,0,1,1,SF,0,3332.0,59.75,86,121,124,143,187,3,7
12513,RJY,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,84,83,76,64,43,3,7
12514,RJY,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,145,132,119,120,313,12,7
12515,RJY,1,NER,0,0,1,1,SF,0,3552.0,65.0,83,71,85,76,104,3,7
12516,RJY,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,219,148,179,165,183,7,7
12659,RJY,1,SR,0,0,1,1,SF,0,2583.0,47.25,135,138,129,121,80,7,7
12660,RJY,1,SR,0,0,1,1,SF,0,2583.0,47.0,49,54,64,63,44,0,7
12663,RJY,1,SR,0,0,1,1,SF,0,2025.0,36.25,36,29,30,36,45,0,7
12664,RJY,1,SR,0,0,1,1,SF,0,2025.0,35.33333334326744,80,91,91,90,61,16,7
12665,RJY,1,SR,0,0,1,1,SF,0,2431.0,43.5,58,58,66,71,50,0,7
12666,RJY,1,SR,0,0,1,1,SF,0,2431.0,43.5,96,120,105,98,69,16,7
12703,RJY,1,SCR,0,0,1,1,SF,1,1545.0,26.16666667163372,67,59,70,64,54,12,7
12704,RJY,1,SCR,0,0,1,1,SF,1,1545.0,25.75,50,59,53,48,38,12,7
12717,RJY,0,SCR,1,0,0,0,SF,0,351.0,6.08333333581686,50,68,79,71,64,0,7
12805,RJY,0,ECoR,1,0,0,0,SF,0,689.0,12.41666665673256,31,37,40,36,25,8,7
12806,RJY,0,ECoR,1,0,0,0,SF,0,689.0,12.5,51,59,64,57,40,0,7
12829,RJY,1,ECoR,0,0,1,1,SF,0,1223.0,20.41666665673256,83,152,188,134,39,1,7
12830,RJY,1,ECoR,0,0,1,1,SF,0,1223.0,20.91666668653488,66,141,177,129,67,1,7
12839,RJY,1,SER,0,0,1,1,SF,1,1662.0,28.08333333581686,65,60,62,65,57,0,7
12840,RJY,1,SER,0,0,1,1,SF,1,1662.0,28.5,90,93,105,97,77,3,7
12841,RJY,1,SER,0,0,1,1,SF,1,1662.0,26.41666665673256,60,53,72,72,52,0,7
12842,RJY,1,SER,0,0,1,1,SF,1,1662.0,27.08333333581686,55,57,63,61,51,0,7
12507,VSKP,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,103,94,104,92,42,15,0
12508,VSKP,1,NFR,0,0,1,1,SF,0,3332.0,59.75,57,87,85,101,145,3,0
12513,VSKP,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,52,42,42,38,15,3,0
12514,VSKP,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,98,84,63,63,270,12,0
12515,VSKP,1,NER,0,0,1,1,SF,0,3552.0,65.0,45,45,66,60,73,3,0
12516,VSKP,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,161,95,124,112,120,7,0
12659,VSKP,1,SR,0,0,1,1,SF,0,2583.0,47.25,139,141,132,120,130,7,0
12660,VSKP,1,SR,0,0,1,1,SF,0,2583.0,47.0,16,23,25,26,6,0,0
12663,VSKP,1,SR,0,0,1,1,SF,0,2025.0,36.25,10,9,12,21,8,0,0
12664,VSKP,1,SR,0,0,1,1,SF,0,2025.0,35.33333334326744,16,30,33,30,11,16,0
12665,VSKP,1,SR,0,0,1,1,SF,0,2431.0,43.5,48,43,44,43,23,0,0
12666,VSKP,1,SR,0,0,1,1,SF,0,2431.0,43.5,37,71,56,38,14,16,0
12703,VSKP,1,SCR,0,0,1,1,SF,1,1545.0,26.16666667163372,50,39,44,37,32,12,0
12704,VSKP,1,SCR,0,0,1,1,SF,1,1545.0,25.75,26,34,29,26,8,12,0
12717,VSKP,0,SCR,1,0,0,0,SF,0,351.0,6.08333333581686,6,12,18,15,24,0,0
12805,VSKP,0,ECoR,1,0,0,0,SF,0,689.0,12.41666665673256,1,2,4,5,1,8,0
12806,VSKP,0,ECoR,1,0,0,0,SF,0,689.0,12.5,36,47,53,45,25,0,0
12807,VSKP,1,ECoR,0,0,1,1,SF,0,1911.0,34.33333334326744,8,9,9,10,13,8,0
12808,VSKP,1,ECoR,0,0,1,1,SF,0,1911.0,33.83333331346512,59,97,90,78,73,8,0
12829,VSKP,1,ECoR,0,0,1,1,SF,0,1223.0,20.41666665673256,69,149,171,117,42,1,0
12830,VSKP,1,ECoR,0,0,1,1,SF,0,1223.0,20.91666668653488,7,72,111,64,1,1,0
12839,VSKP,1,SER,0,0,1,1,SF,1,1662.0,28.08333333581686,30,23,21,25,23,0,0
12840,VSKP,1,SER,0,0,1,1,SF,1,1662.0,28.5,62,66,79,69,41,3,0
12841,VSKP,1,SER,0,0,1,1,SF,1,1662.0,26.41666665673256,20,17,30,31,15,0,0
12842,VSKP,1,SER,0,0,1,1,SF,1,1662.0,27.08333333581686,24,28,37,41,15,0,0
12507,VZM,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,116,104,116,108,49,15,0
12508,VZM,1,NFR,0,0,1,1,SF,0,3332.0,59.75,50,84,82,100,106,3,0
12513,VZM,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,66,49,44,41,31,3,0
12514,VZM,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,80,83,64,66,187,12,0
12515,VZM,1,NER,0,0,1,1,SF,0,3552.0,65.0,57,54,71,66,73,3,0
12516,VZM,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,161,94,123,111,116,7,0
12659,VZM,1,SR,0,0,1,1,SF,0,2583.0,47.25,145,152,141,126,130,7,0
12660,VZM,1,SR,0,0,1,1,SF,0,2583.0,47.0,17,25,24,25,9,0,0
12663,VZM,1,SR,0,0,1,1,SF,0,2025.0,36.25,6,8,12,21,5,0,0
12664,VZM,1,SR,0,0,1,1,SF,0,2025.0,35.33333334326744,23,35,34,31,15,16,0
12703,VZM,1,SCR,0,0,1,1,SF,1,1545.0,26.16666667163372,45,38,43,34,23,12,0
12704,VZM,1,SCR,0,0,1,1,SF,1,1545.0,25.75,33,41,32,27,18,12,0
12807,VZM,1,ECoR,0,0,1,1,SF,0,1911.0,34.33333334326744,19,19,15,12,20,8,0
12808,VZM,1,ECoR,0,0,1,1,SF,0,1911.0,33.83333331346512,63,108,90,78,66,8,0
12829,VZM,1,ECoR,0,0,1,1,SF,0,1223.0,20.41666665673256,80,158,176,117,63,1,0
12830,VZM,1,ECoR,0,0,1,1,SF,0,1223.0,20.91666668653488,8,74,113,63,12,1,0
12839,VZM,1,SER,0,0,1,1,SF,1,1662.0,28.08333333581686,33,26,23,27,18,0,0
12840,VZM,1,SER,0,0,1,1,SF,1,1662.0,28.5,72,74,83,68,53,3,0
12843,VZM,1,ECoR,0,0,1,1,SF,0,2130.0,37.91666668653488,19,17,20,17,27,8,0
12844,VZM,1,SER,0,0,1,1,SF,0,2130.0,38.83333331346512,158,92,74,84,126,12,0
12507,CHE,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,116,102,119,108,49,15,8
12508,CHE,1,NFR,0,0,1,1,SF,0,3332.0,59.75,49,84,83,98,104,3,8
12513,CHE,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,64,48,47,43,26,3,8
12514,CHE,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,75,78,62,65,173,12,8
12515,CHE,1,NER,0,0,1,1,SF,0,3552.0,65.0,60,57,74,70,88,3,8
12516,CHE,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,160,94,123,108,118,7,8
12659,CHE,1,SR,0,0,1,1,SF,0,2583.0,47.25,151,150,140,127,130,7,8
12660,CHE,1,SR,0,0,1,1,SF,0,2583.0,47.0,11,20,22,23,11,0,8
12703,CHE,1,SCR,0,0,1,1,SF,1,1545.0,26.16666667163372,41,36,43,33,21,12,8
12704,CHE,1,SCR,0,0,1,1,SF,1,1545.0,25.75,34,43,37,28,13,12,8
12829,CHE,1,ECoR,0,0,1,1,SF,0,1223.0,20.41666665673256,78,161,181,118,63,1,8
12830,CHE,1,ECoR,0,0,1,1,SF,0,1223.0,20.91666668653488,4,69,109,59,9,1,8
12839,CHE,1,SER,0,0,1,1,SF,1,1662.0,28.08333333581686,32,26,25,27,19,0,8
12840,CHE,1,SER,0,0,1,1,SF,1,1662.0,28.5,73,76,86,69,52,3,8
12843,CHE,1,ECoR,0,0,1,1,SF,0,2130.0,37.91666668653488,21,22,27,22,20,8,8
12844,CHE,1,SER,0,0,1,1,SF,0,2130.0,38.83333331346512,155,90,76,86,118,12,8
12507,PSA,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,112,101,115,108,49,15,0
12508,PSA,1,NFR,0,0,1,1,SF,0,3332.0,59.75,35,70,68,87,85,3,0
12513,PSA,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,62,47,42,43,26,3,0
12514,PSA,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,69,70,54,56,165,12,0
12515,PSA,1,NER,0,0,1,1,SF,0,3552.0,65.0,47,48,65,68,62,3,0
12516,PSA,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,152,82,109,97,115,7,0
12659,PSA,1,SR,0,0,1,1,SF,0,2583.0,47.25,143,146,131,123,135,7,0
12660,PSA,1,SR,0,0,1,1,SF,0,2583.0,47.0,1,11,13,15,0,0,0
12703,PSA,1,SCR,0,0,1,1,SF,1,1545.0,26.16666667163372,30,25,33,22,8,12,0
12704,PSA,1,SCR,0,0,1,1,SF,1,1545.0,25.75,27,38,32,25,14,12,0
12829,PSA,1,ECoR,0,0,1,1,SF,0,1223.0,20.41666665673256,61,152,170,114,47,1,0
12830,PSA,1,ECoR,0,0,1,1,SF,0,1223.0,20.91666668653488,0,38,85,44,0,1,0
12839,PSA,1,SER,0,0,1,1,SF,1,1662.0,28.08333333581686,24,20,18,18,9,0,0
12840,PSA,1,SER,0,0,1,1,SF,1,1662.0,28.5,66,67,78,65,41,3,0
12843,PSA,1,ECoR,0,0,1,1,SF,0,2130.0,37.91666668653488,13,11,15,18,13,8,0
12844,PSA,1,SER,0,0,1,1,SF,0,2130.0,38.83333331346512,144,81,67,85,117,12,0
12507,BAM,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,112,103,126,117,55,15,0
12508,BAM,1,NFR,0,0,1,1,SF,0,3332.0,59.75,52,87,83,98,100,3,0
12513,BAM,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,70,55,49,53,28,3,0
12514,BAM,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,86,85,66,68,184,12,0
12515,BAM,1,NER,0,0,1,1,SF,0,3552.0,65.0,52,48,64,70,72,3,0
12516,BAM,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,177,101,114,107,136,7,0
12659,BAM,1,SR,0,0,1,1,SF,0,2583.0,47.25,155,155,141,134,160,7,0
12660,BAM,1,SR,0,0,1,1,SF,0,2583.0,47.0,23,37,39,37,22,0,0
12663,BAM,1,SR,0,0,1,1,SF,0,2025.0,36.25,24,27,33,39,13,0,0
12664,BAM,1,SR,0,0,1,1,SF,0,2025.0,35.33333334326744,17,22,24,29,7,16,0
12665,BAM,1,SR,0,0,1,1,SF,0,2431.0,43.5,48,46,62,55,23,0,0
12666,BAM,1,SR,0,0,1,1,SF,0,2431.0,43.5,33,61,41,30,37,16,0
12703,BAM,1,SCR,0,0,1,1,SF,1,1545.0,26.16666667163372,45,38,45,34,20,12,0
12704,BAM,1,SCR,0,0,1,1,SF,1,1545.0,25.75,43,51,43,39,34,12,0
12829,BAM,1,ECoR,0,0,1,1,SF,0,1223.0,20.41666665673256,46,137,157,106,37,1,0
12830,BAM,1,ECoR,0,0,1,1,SF,0,1223.0,20.91666668653488,14,47,95,58,11,1,0
12839,BAM,1,SER,0,0,1,1,SF,1,1662.0,28.08333333581686,36,32,29,32,15,0,0
12840,BAM,1,SER,0,0,1,1,SF,1,1662.0,28.5,84,79,89,73,65,3,0
12841,BAM,1,SER,0,0,1,1,SF,1,1662.0,26.41666665673256,43,35,50,49,24,0,0
12842,BAM,1,SER,0,0,1,1,SF,1,1662.0,27.08333333581686,31,33,43,51,31,0,0
12843,BAM,1,ECoR,0,0,1,1,SF,0,2130.0,37.91666668653488,49,42,46,40,47,8,0
12844,BAM,1,SER,0,0,1,1,SF,0,2130.0,38.83333331346512,151,86,72,92,123,12,0
12507,BALU,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,129,118,148,136,55,15,8
12508,BALU,1,NFR,0,0,1,1,SF,0,3332.0,59.75,53,86,82,98,91,3,8
12513,BALU,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,83,68,64,67,39,3,8
12514,BALU,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,92,86,66,67,185,12,8
12515,BALU,1,NER,0,0,1,1,SF,0,3552.0,65.0,62,53,70,77,78,3,8
12516,BALU,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,176,101,114,108,136,7,8
12659,BALU,1,SR,0,0,1,1,SF,0,2583.0,47.25,174,175,162,158,180,7,8
12660,BALU,1,SR,0,0,1,1,SF,0,2583.0,47.0,18,29,32,37,16,0,8
12703,BALU,1,SCR,0,0,1,1,SF,1,1545.0,26.16666667163372,45,40,47,35,21,12,8
12704,BALU,1,SCR,0,0,1,1,SF,1,1545.0,25.75,58,65,58,50,47,12,8
12829,BALU,1,ECoR,0,0,1,1,SF,0,1223.0,20.41666665673256,51,143,165,111,36,1,8
12830,BALU,1,ECoR,0,0,1,1,SF,0,1223.0,20.91666668653488,10,42,90,54,12,1,8
12839,BALU,1,SER,0,0,1,1,SF,1,1662.0,28.08333333581686,38,34,32,33,19,0,8
12840,BALU,1,SER,0,0,1,1,SF,1,1662.0,28.5,108,98,105,87,86,3,8
12843,BALU,1,ECoR,0,0,1,1,SF,0,2130.0,37.91666668653488,33,30,33,25,37,8,8
12844,BALU,1,SER,0,0,1,1,SF,0,2130.0,38.83333331346512,160,94,82,99,131,12,8
12507,DKAE,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,143,141,185,164,96,15,7
12508,DKAE,1,NFR,0,0,1,1,SF,0,3332.0,59.75,60,63,64,83,80,3,7
12513,DKAE,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,56,65,66,67,15,3,7
12514,DKAE,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,49,51,43,49,98,12,7
12515,DKAE,1,NER,0,0,1,1,SF,0,3552.0,65.0,52,59,84,86,62,3,7
12516,DKAE,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,155,85,88,80,116,7,7
12507,DQG,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,246,254,294,260,211,15,7
12508,DQG,1,NFR,0,0,1,1,SF,0,3332.0,59.75,77,70,72,91,106,3,7
12515,DQG,1,NER,0,0,1,1,SF,0,3552.0,65.0,78,88,123,108,9,3,7
12516,DQG,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,111,81,81,89,44,7,7
13141,DQG,1,ER,0,0,1,1,Exp,0,716.0,17.58333331346512,49,59,47,46,33,16,7
13142,DQG,1,ER,0,0,1,1,Exp,0,716.0,16.83333331346512,24,27,21,21,18,16,7
13147,DQG,1,ER,0,0,1,1,Exp,0,693.0,13.833333313465118,94,68,56,48,41,0,7
13148,DQG,1,ER,0,0,1,1,Exp,0,693.0,13.916666686534882,33,30,21,19,16,16,7
12507,GHY,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,344,365,426,312,330,15,2
12508,GHY,1,NFR,0,0,1,1,SF,0,3332.0,59.75,25,24,27,34,81,3,2
12513,GHY,1,NER,0,0,1,1,SF,0,2551.0,46.33333334326744,108,166,147,161,44,3,2
12514,GHY,1,NFR,0,0,1,1,SF,0,2551.0,45.83333331346512,0,0,1,2,0,12,2
12515,GHY,1,NER,0,0,1,1,SF,0,3552.0,65.0,183,194,229,200,35,3,2
12516,GHY,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,88,47,44,37,17,7,2
12507,HJI,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,372,409,456,412,331,15,9
12508,HJI,1,NFR,0,0,1,1,SF,0,3332.0,59.75,26,16,23,29,81,3,9
12515,HJI,1,NER,0,0,1,1,SF,0,3552.0,65.0,227,231,265,254,43,3,9
12516,HJI,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,11,10,14,19,15,7,9
12507,LMG,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,396,437,488,440,332,15,9
12508,LMG,1,NFR,0,0,1,1,SF,0,3332.0,59.75,23,13,15,25,74,3,9
12515,LMG,1,NER,0,0,1,1,SF,0,3552.0,65.0,233,242,281,258,60,3,9
12516,LMG,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,8,13,11,22,12,7,9
12507,MBG,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,383,432,484,443,308,15,9
12508,MBG,1,NFR,0,0,1,1,SF,0,3332.0,59.75,3,4,7,25,0,3,9
12515,MBG,1,NER,0,0,1,1,SF,0,3552.0,65.0,240,244,278,273,86,3,9
12516,MBG,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,43,50,52,48,58,7,9
12507,NHLG,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,348,405,458,424,273,15,9
12508,NHLG,1,NFR,0,0,1,1,SF,0,3332.0,59.75,0,3,5,20,0,3,9
12515,NHLG,1,NER,0,0,1,1,SF,0,3552.0,65.0,243,248,281,257,90,3,9
12516,NHLG,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,3,8,4,15,10,7,9
12507,BPB,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,295,352,408,386,220,15,2
12508,BPB,1,NFR,0,0,1,1,SF,0,3332.0,59.75,8,8,10,18,5,3,2
12515,BPB,1,NER,0,0,1,1,SF,0,3552.0,65.0,215,219,244,224,72,3,2
12516,BPB,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,11,16,11,16,25,7,2
12507,SCL,1,NER,0,0,1,1,SF,0,3331.0,58.83333331346512,262,324,383,359,189,15,2
12508,SCL,1,NFR,0,0,1,1,SF,0,3332.0,59.75,0,0,1,3,0,3,2
12515,SCL,1,NER,0,0,1,1,SF,0,3552.0,65.0,193,197,226,202,48,3,2
12516,SCL,1,NFR,0,0,1,1,SF,0,3552.0,64.41666665673256,1,1,0,1,0,7,2
12511,BNZ,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,43,50,56,63,28,1,0
12512,BNZ,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,102,112,89,111,20,7,0
12522,BNZ,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,78,89,77,89,12,8,0
12529,BNZ,0,WCR,1,0,0,0,SF,0,331.0,5.333333343267441,85,83,116,97,121,8,0
12530,BNZ,0,WCR,1,0,0,0,SF,0,331.0,5.916666686534882,11,11,19,22,2,0,0
12531,BNZ,0,NER,1,0,0,0,SF,0,279.0,4.916666686534882,73,69,68,54,49,0,0
12532,BNZ,0,NER,1,0,0,0,SF,0,279.0,4.916666686534882,9,8,10,11,5,0,0
12553,BNZ,1,ECR,0,0,1,1,SF,1,1185.0,21.0,40,44,42,39,69,0,0
12554,BNZ,1,ECR,0,0,1,1,SF,1,1185.0,21.41666665673256,21,61,53,41,17,8,0
12565,BNZ,1,ECR,0,0,1,1,SKr,1,1172.0,20.91666668653488,48,47,48,48,124,16,0
12566,BNZ,1,ECR,0,0,1,1,SKr,1,1172.0,20.91666668653488,48,65,57,58,50,8,0
12589,BNZ,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,47,42,56,81,9,1,0
12590,BNZ,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,65,144,100,120,78,1,0
12591,BNZ,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,46,91,75,86,21,1,0
12511,CD,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,98,197,171,174,48,1,8
12512,CD,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,95,142,96,104,39,7,8
12522,CD,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,38,71,55,74,74,8,8
12589,CD,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,70,204,195,212,51,1,8
12590,CD,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,43,65,51,92,41,1,8
12591,CD,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,75,196,176,180,62,1,8
12655,CD,1,SR,0,0,1,1,SF,1,1893.0,33.58333331346512,135,93,86,70,191,3,8
12656,CD,1,SR,0,0,1,1,SF,1,1893.0,33.58333331346512,35,30,28,34,30,0,8
12669,CD,1,SR,0,0,1,1,SF,0,2343.0,42.08333333581686,45,54,43,45,10,12,8
12670,CD,1,SR,0,0,1,1,SF,0,2343.0,41.41666665673256,85,137,120,102,46,3,8
12687,CD,1,SR,0,0,1,1,SF,0,2488.0,43.25,54,54,54,54,54,8,8
12688,CD,1,SR,0,0,1,1,SF,0,2488.0,42.91666668653488,41,41,41,41,41,0,8
12791,CD,1,SCR,0,0,1,1,SF,0,1840.0,33.16666667163372,23,39,33,59,15,3,8
12792,CD,1,SCR,0,0,1,1,SF,0,1840.0,33.41666665673256,94,93,89,83,125,12,8
12967,CD,1,NWR,0,0,1,1,SF,1,2185.0,36.33333334326744,25,24,19,23,7,16,8
12968,CD,1,NWR,0,0,1,1,SF,1,2185.0,38.08333333581686,57,54,45,43,73,16,8
12969,CD,1,NWR,0,0,1,1,SF,1,2682.0,44.66666668653488,7,8,8,15,2,4,8
12970,CD,1,NWR,0,0,1,1,SF,1,2682.0,46.33333334326744,51,47,44,42,20,16,8
12511,SKZR,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,68,178,147,148,21,1,8
12512,SKZR,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,135,171,127,139,78,7,8
12522,SKZR,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,77,102,90,107,115,8,8
12589,SKZR,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,61,191,174,189,44,1,8
12590,SKZR,1,NFR,0,0,1,1,SF,0,1827.0,31.83333331346512,70,88,76,114,58,1,8
12655,SKZR,1,SR,0,0,1,1,SF,1,1893.0,33.58333331346512,104,62,51,35,153,3,8
12656,SKZR,1,SR,0,0,1,1,SF,1,1893.0,33.58333331346512,55,47,46,51,47,0,8
12669,SKZR,1,SR,0,0,1,1,SF,0,2343.0,42.08333333581686,73,80,71,73,31,12,8
12670,SKZR,1,SR,0,0,1,1,SF,0,2343.0,41.41666665673256,73,131,107,88,53,3,8
12707,SKZR,1,SCR,0,0,1,1,SKr,0,2302.0,36.25,72,74,63,61,99,12,8
12708,SKZR,1,SCR,0,0,1,1,SKr,0,2302.0,38.16666667163372,21,61,47,30,12,8,8
12791,SKZR,1,SCR,0,0,1,1,SF,0,1840.0,33.16666667163372,58,69,66,89,53,3,8
12792,SKZR,1,SCR,0,0,1,1,SF,0,1840.0,33.41666665673256,68,76,64,54,94,12,8
12852,SKZR,1,SER,0,0,1,1,SF,0,1413.0,23.08333333581686,68,57,48,49,67,12,8
12967,SKZR,1,NWR,0,0,1,1,SF,1,2185.0,36.33333334326744,62,63,57,65,54,16,8
12968,SKZR,1,NWR,0,0,1,1,SF,1,2185.0,38.08333333581686,45,47,37,31,70,16,8
12969,SKZR,1,NWR,0,0,1,1,SF,1,2682.0,44.66666668653488,42,47,42,45,51,4,8
12970,SKZR,1,NWR,0,0,1,1,SF,1,2682.0,46.33333334326744,49,50,36,31,26,16,8
12511,BPA,1,NER,0,0,1,1,SF,0,3251.0,59.08333333581686,83,193,164,161,35,1,4
12512,BPA,1,NER,0,0,1,1,SF,0,3251.0,57.66666668653488,130,165,121,134,83,7,4
12522,BPA,1,ECR,0,0,1,1,SF,0,3441.0,60.66666668653488,73,101,85,105,115,8,4
12589,BPA,1,NFR,0,0,1,1,SF,0,1827.0,32.41666665673256,75,207,192,209,62,1,4
12591,BPA,1,NFR,0,0,1,1,SF,0,2547.0,46.08333333581686,62,193,168,173,50,1,4
12707,BPA,1,SCR,0,0,1,1,SKr,0,2302.0,36.25,59,67,56,53,89,12,4
12791,BPA,1,SCR,0,0,1,1,SF,0,1840.0,33.16666667163372,52,61,54,79,49,3,4
12792,BPA,1,SCR,0,0,1,1,SF,0,1840.0,33.41666665673256,76,84,74,63,99,12,4
